ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
KWE,NGB,QW ,L,1180,Y,CNY       
JIC,XIY,MU ,Y,1040,Y,CNY       
LHW,DLC,G5 ,B,1880,Y,CNY       
PVG,FUG,FM ,S,310,Y,CNY       
YCU,NGB,MU ,W,1450,Y,CNY       
WUH,HGH,MF ,T,450,Y,CNY       
LZO,WNZ,GJ ,Q,1070,Y,CNY       
TSN,LZO,MU ,V,720,Y,CNY       
TAO,CSX,BK ,K,1340,Y,CNY       
XIY,JIC,MU ,V,410,Y,CNY       
KWL,CGO,DZ ,F,3500,F,CNY       
JNZ,PVG,FM ,D,1860,C,CNY       
DLC,TYN,MU ,J,3100,C,CNY       
INC,HFE,MU ,U,3250,C,CNY       
CSX,TAO,HO ,Z,580,Y,CNY       
HFE,HRB,MU ,D,2730,C,CNY       
TYN,DLC,DR ,R,530,Y,CNY       
NNG,XIY,GX ,Y,2380,Y,CNY       
TNA,YCU,ZH ,W,610,Y,CNY       
XIY,WEH,MU ,F,3190,F,CNY       
WUH,DSN,MU ,Q,1840,C,CNY       
DYG,PVG,HO ,V,850,Y,CNY       
HRB,HFE,ZH ,Q,1360,Y,CNY       
XIY,BAV,DR ,U,230,Y,CNY       
HRB,HFE,GX ,U,550,Y,CNY       
TYN,DLC,DR ,E,1000,Y,CNY       
DLC,NGB,HU ,N,520,Y,CNY       
YBP,PVG,MU ,C,2650,C,CNY       
KWE,LHW,CZ ,V,680,Y,CNY       
TAO,NKG,QW ,H,960,Y,CNY       
NNG,XIY,VD ,H,1440,Y,CNY       
BPE,PVG,FM ,J,3170,C,CNY       
WUH,HGH,MF ,M,760,Y,CNY       
XIY,BAV,MU ,S,450,Y,CNY       
LZO,WUH,MU ,D,1610,C,CNY       
XIY,WEH,MU ,D,1960,C,CNY       
TNA,CKG,G5 ,H,1260,Y,CNY       
CZX,XMN,KN ,M,900,/,CNY       
HYN,XIY,MU ,P,1520,Y,CNY       
LHW,KWE,EU ,Y,1510,Y,CNY       
TYN,DLC,BK ,K,1140,Y,CNY       
TAO,CSX,MU ,W,1510,Y,CNY       
KWL,XIY,9H ,Z,340,Y,CNY       
WUH,HGH,MF ,H,900,Y,CNY       
XIY,KWL,GS ,Y,1180,Y,CNY       
KWL,LHW,MU ,W,1650,Y,CNY       
DLC,NGB,9C ,T,800,Y,CTP       
DYG,XIY,3U ,K,260,Y,CNY       
LHW,KWL,CZ ,L,1060,Y,CNY       
XIY,NNG,GS ,C,3600,C,CNY       
KWE,NGB,QW ,Q,1010,Y,CNY       
XIY,NNG,MU ,K,1100,Y,CNY       
CGO,NGB,FM ,M,980,Y,CNY       
CZX,XMN,MU ,R,520,Y,CNY       
CKG,TNA,MU ,S,450,Y,CNY       
KWE,LHW,CZ ,J,2760,C,CNY       
CKG,TNA,SC ,V,960,Y,CNY       
DLC,NGB,9C ,L,1060,Y,CTP       
XMN,TNA,GT ,Y,1430,Y,CNY       
KWL,LHW,MU ,M,1350,Y,CNY       
CSX,TAO,QW ,Q,1040,Y,CNY       
NNG,XIY,JD ,U,540,Y,CNY       
PVG,WUT,FM ,B,1450,Y,CNY       
KWE,NGB,GJ ,P,1200,Y,CNY       
XIY,NNG,GX ,V,1140,Y,CNY       
HRB,HFE,3U ,E,990,Y,CNY       
YNT,NGB,GJ ,C,3090,C,CNY       
PVG,WXN,FM ,Q,2000,C,CNY       
NGB,KWE,9H ,X,975,Y,CTP       
YNT,NGB,MU ,D,1580,C,CNY       
XIY,GOQ,MU ,S,890,Y,CNY       
LHW,KWE,CZ ,H,1090,Y,CNY       
WUH,DSN,MU ,B,1300,Y,CNY       
TNA,CKG,OQ ,L,660,Y,CNY       
TYN,DLC,G5 ,S,730,Y,CNY       
TAO,NKG,CA ,B,1140,Y,CNY       
HGH,WUH,MU ,S,380,Y,CNY       
NGB,CKG,9C ,L,1430,Y,CTP       
HRB,HFE,JR ,H,1620,Y,CNY       
HFE,HRB,CZ ,B,1530,Y,CNY       
CGO,KWL,GX ,H,1180,Y,CNY       
PVG,DSN,FM ,K,1230,Y,CNY       
INC,HFE,9C ,M,1020,Y,CTP       
TAO,KWE,Y8 ,M,1160,Y,CNY       
DLC,LHW,CZ ,J,3760,C,CNY       
CKG,TNA,GS ,Y,1350,Y,CNY       
PVG,WUT,FM ,Q,1900,C,CNY       
TNA,XMN,MF ,N,1090,Y,CNY       
SHE,YNT,FM ,U,2160,F,CNY       
XIY,KWL,FM ,N,660,Y,CNY       
SHE,YNT,ZH ,Y,900,Y,CNY       
CGO,NGB,DZ ,V,530,Y,CNY       
YNT,YNJ,MU ,F,3410,F,CNY       
LHW,DLC,DR ,Y,1880,Y,CNY       
DYG,XIY,3U ,V,340,Y,CNY       
LZO,CGO,CZ ,W,1290,Y,CNY       
CGO,NGB,GT ,X,610,Y,CNY       
NGB,DLC,CZ ,Z,560,Y,CTP       
KWL,XIY,GS ,V,570,Y,CTP       
TNA,YCU,ZH ,G,940,Y,CNY       
DLC,NGB,HU ,B,1130,Y,CNY       
DLC,LHW,CZ ,M,1580,Y,CNY       
TSN,LZO,MU ,L,1100,Y,CNY       
TNA,CKG,OQ ,C,1430,C,CNY       
XIY,DYG,MU ,R,370,Y,CNY       
TAO,NKG,QW ,Z,480,Y,CNY       
CGO,LZO,CZ ,Y,1290,Y,CNY       
CGO,NGB,DZ ,L,700,Y,CNY       
CSX,TAO,HO ,C,2430,C,CNY       
YCU,PVG,FM ,P,1200,Y,CNY       
PVG,LYI,MU ,C,1300,C,CNY       
YNZ,KHN,JD ,H,760,Y,CNY       
TYN,DLC,CZ ,L,760,Y,CNY       
YCU,NGB,MU ,F,3190,F,CNY       
DYG,XIY,3U ,M,560,Y,CTP       
DLC,TYN,MU ,U,3130,C,CNY       
DLC,NGB,DZ ,J,800,Y,CNY       
INC,HFE,MU ,F,3580,F,CNY       
SHE,YNT,3U ,H,860,Y,CNY       
PVG,YCU,MU ,Y,1210,Y,CNY       
HFE,INC,KY ,S,800,Y,CNY       
TAO,NKG,A6 ,A,650,Y,CNY       
TAO,CSX,CZ ,E,800,Y,CNY       
HFE,HRB,HU ,N,770,Y,CNY       
KWL,CGO,CA ,U,1040,Y,CNY       
PVG,WUT,FM ,K,1040,Y,CNY       
TAO,CSX,SC ,Y,1620,Y,CNY       
NKG,TAO,SC ,Q,750,Y,CTP       
KWL,XIY,FM ,D,1140,C,CNY       
LHW,DLC,MF ,L,1490,Y,CNY       
SHE,YNT,QW ,W,1080,Y,CNY       
LHW,DLC,MU ,D,2540,C,CNY       
LYI,PVG,FM ,Q,1210,C,CNY       
XIY,NNG,MU ,N,790,Y,CNY       
DLC,NGB,MF ,M,1030,Y,CNY       
SHE,YNT,RY ,R,320,Y,CNY       
SHE,YNT,RY ,J,3240,C,CNY       
CGO,NGB,GT ,T,290,Y,CNY       
DSN,HFE,MU ,L,820,Y,CNY       
LZO,WNZ,MU ,L,1090,Y,CNY       
WUH,DSN,MU ,Y,1310,Y,CNY       
LHW,KWL,ZH ,Q,1270,Y,CNY       
PVG,MIG,Y8 ,B,1650,Y,CNY       
PVG,FUG,FM ,L,420,Y,CNY       
HFE,HRB,MU ,K,940,Y,CNY       
TNA,CKG,KY ,U,1360,Y,CNY       
INC,HFE,MU ,Y,1430,Y,CNY       
PVG,MIG,HO ,D,2150,C,CNY       
DLC,LHW,9C ,K,1520,Y,CTP       
YNZ,KHN,MU ,B,900,Y,CNY       
TYN,DLC,CA ,Q,890,Y,CNY       
FUG,PVG,KN ,H,530,/,CNY       
NGB,DLC,CZ ,H,970,Y,CTP       
CSX,TAO,A6 ,B,1460,Y,CNY       
PVG,MIG,HO ,V,1090,Y,CNY       
NGB,KWE,GY ,E,870,Y,CTP       
HGH,WUH,GJ ,Z,400,Y,CNY       
XIY,DYG,MU ,I,890,C,CNY       
CAN,LUM,CZ ,L,1100,Y,CNY       
NKG,TAO,SC ,L,880,Y,CTP       
XIY,WEH,GJ ,L,1020,Y,CNY       
SHE,YNT,RY ,M,860,Y,CNY       
LYI,PVG,FM ,V,410,Y,CNY       
HFE,INC,ZH ,Q,1240,Y,CNY       
CGO,KWL,QW ,W,1400,Y,CNY       
DAT,PVG,MU ,F,4020,F,CNY       
LHW,DLC,DR ,N,940,Y,CNY       
HFE,HRB,LT ,X,1090,/,CNY       
LHW,KWL,MU ,F,3630,F,CNY       
CGO,KWL,DZ ,A,940,Y,CNY       
PVG,YBP,HO ,D,2270,C,CNY       
TYN,DLC,KY ,Y,1250,Y,CNY       
XIY,KWL,3U ,Q,310,Y,CTP       
KWL,CGO,CA ,Y,1280,Y,CNY       
HGH,WUH,GJ ,L,700,Y,CNY       
CKG,TNA,MU ,N,620,Y,CNY       
CGO,KWL,GT ,B,1290,Y,CNY       
DLC,NGB,CA ,V,740,Y,CNY       
KHN,YNZ,MU ,U,1820,C,CNY       
HFE,DSN,MU ,U,2420,C,CNY       
LHW,KWE,EU ,L,910,Y,CNY       
CSX,TAO,MU ,V,530,Y,CNY       
DYG,PVG,MU ,E,1100,Y,CNY       
YNT,SHE,MU ,F,2710,F,CNY       
GOQ,XIY,MU ,V,720,Y,CNY       
TNA,CKG,PN ,K,1350,Y,CNY       
CSX,TAO,CZ ,M,1240,Y,CNY       
TSN,LZO,MU ,B,1550,Y,CNY       
DYG,LHW,MU ,S,540,Y,CNY       
MIG,NGB,9C ,Y,1990,Y,CTP       
TNA,YIW,MU ,V,410,Y,CNY       
CGO,KWL,EU ,E,640,Y,CNY       
KWE,NGB,9H ,U,630,Y,CNY       
TAO,CSX,MF ,G,490,Y,CTP       
HFE,INC,CA ,W,730,Y,CNY       
NGB,KWE,9C ,Y,1680,Y,CTP       
YNT,SHE,FM ,N,660,Y,CNY       
CGO,NGB,HU ,B,1040,Y,CNY       
CAN,LUM,MU ,U,4140,C,CNY       
TAO,KWE,MU ,K,1200,Y,CNY       
LUM,CAN,MU ,Q,2340,C,CNY       
DLC,LHW,CZ ,F,7520,F,CNY       
NGB,KWE,EU ,V,760,Y,CTP       
WUH,DSN,HU ,W,1310,Y,CNY       
HFE,HRB,QW ,G,1110,Y,CNY       
PVG,WUT,FM ,E,1180,Y,CNY       
CGO,NGB,MU ,U,2260,C,CNY       
PVG,JNZ,FM ,R,730,Y,CNY       
XIY,KWL,MU ,L,520,Y,CNY       
PVG,FUG,FM ,N,380,Y,CNY       
CGO,NGB,FM ,E,870,Y,CNY       
LHW,KWL,CA ,V,1090,Y,CNY       
XIY,NNG,G5 ,P,500,Y,CTP       
DLC,LHW,MU ,V,560,Y,CNY       
KWE,NGB,GJ ,L,1290,Y,CNY       
XIY,JIC,MU ,Y,1040,Y,CNY       
DLC,LHW,G5 ,B,1880,Y,CNY       
FUG,PVG,FM ,S,310,Y,CNY       
NGB,DLC,8L ,U,410,Y,CTP       
HGH,WUH,MF ,T,450,Y,CNY       
WNZ,LZO,GJ ,Q,1070,Y,CNY       
LZO,TSN,MU ,V,720,Y,CNY       
CSX,TAO,BK ,K,1340,Y,CNY       
JIC,XIY,MU ,V,410,Y,CNY       
CGO,KWL,EU ,F,2560,F,CNY       
YIW,TAO,MU ,W,1060,Y,CNY       
TYN,DLC,KY ,J,2500,C,CNY       
HFE,INC,PN ,U,430,Y,CNY       
CSX,TAO,QW ,Z,710,Y,CNY       
HRB,HFE,MU ,D,2730,C,CNY       
DLC,TYN,CA ,R,1250,C,CNY       
XIY,NNG,JD ,Y,1800,Y,CNY       
YCU,TNA,ZH ,W,610,Y,CNY       
WEH,XIY,MU ,F,3190,F,CNY       
DSN,WUH,MU ,Q,1840,C,CNY       
PVG,DYG,HO ,V,850,Y,CNY       
HFE,HRB,ZH ,Q,1360,Y,CNY       
XIY,BAV,MU ,U,3000,C,CNY       
HFE,HRB,MU ,U,3680,C,CNY       
DLC,TYN,DR ,E,1000,Y,CNY       
DLC,NGB,JD ,N,570,Y,CNY       
YBP,PVG,TV ,C,5670,C,CNY       
KWE,LHW,3U ,V,680,Y,CNY       
TNA,CKG,HU ,T,360,Y,CTP       
XIY,NNG,VD ,H,1440,Y,CNY       
DLC,TYN,EU ,F,3130,F,CNY       
HGH,WUH,CZ ,M,700,Y,CNY       
BAV,XIY,DR ,S,420,Y,CNY       
WUH,LZO,MU ,D,1610,C,CNY       
PVG,WXN,FM ,D,2080,C,CNY       
CKG,TNA,G5 ,H,1260,Y,CNY       
XMN,CZX,KN ,M,900,/,CNY       
XIY,HYN,VD ,P,980,Y,CNY       
LHW,KWE,MU ,Y,1380,Y,CNY       
DLC,TYN,BK ,K,1140,Y,CNY       
CSX,TAO,MU ,W,1510,Y,CNY       
LZO,NKG,HO ,H,1060,Y,CNY       
WUH,HGH,CZ ,H,660,Y,CNY       
XIY,KWL,JD ,Y,1290,Y,CNY       
LHW,KWL,MU ,W,1650,Y,CNY       
DLC,NGB,CZ ,T,460,Y,CTP       
XIY,DYG,JD ,K,620,Y,CNY       
KWL,LHW,CZ ,L,1060,Y,CNY       
XIY,NNG,3U ,C,3600,C,CNY       
KWE,NGB,8L ,Q,700,Y,CNY       
XIY,NNG,JD ,K,1370,Y,CNY       
CGO,NGB,RY ,M,900,Y,CNY       
XMN,CZX,MU ,R,520,Y,CNY       
TNA,CKG,MU ,S,450,Y,CNY       
LHW,KWE,CZ ,J,2760,C,CNY       
CKG,TNA,3U ,V,870,Y,CNY       
DLC,NGB,CZ ,L,790,Y,CNY       
TNA,XMN,GT ,Y,1430,Y,CNY       
LHW,KWL,CZ ,M,1390,Y,CNY       
TAO,CSX,MF ,Q,1040,Y,CNY       
NNG,XIY,CA ,U,1660,Y,CNY       
TAO,NKG,QW ,P,780,Y,CNY       
KWE,NGB,9H ,P,710,Y,CTP       
NNG,XIY,9H ,V,860,Y,CNY       
HRB,HFE,CZ ,E,700,Y,CNY       
YNT,NGB,MU ,C,1690,C,CNY       
WXN,PVG,FM ,Q,2000,C,CNY       
NGB,KWE,9C ,X,940,Y,CTP       
YNT,NGB,RY ,D,1550,C,CNY       
GOQ,XIY,MU ,S,890,Y,CNY       
LHW,KWE,HU ,H,1160,Y,CNY       
DSN,WUH,MU ,B,1300,Y,CNY       
CKG,TNA,G5 ,L,830,Y,CNY       
DLC,TYN,G5 ,S,730,Y,CNY       
TAO,NKG,QW ,B,1080,Y,CNY       
WUH,HGH,MU ,S,380,Y,CNY       
NGB,CKG,3U ,L,1080,Y,CTP       
HRB,HFE,PN ,H,1700,Y,CNY       
HRB,HFE,CZ ,B,1530,Y,CNY       
CGO,KWL,EU ,H,1020,Y,CNY       
DSN,PVG,FM ,K,1230,Y,CNY       
INC,HFE,KY ,M,1510,Y,CNY       
KWE,TAO,EU ,M,1450,Y,CNY       
DLC,LHW,MF ,J,4700,C,CNY       
CKG,TNA,MF ,Y,1780,Y,CNY       
WUT,PVG,FM ,Q,1900,C,CNY       
XMN,TNA,MF ,N,1090,Y,CNY       
YNT,SHE,QW ,U,490,Y,CNY       
XIY,KWL,9H ,N,540,Y,CNY       
YNT,SHE,SC ,Y,1080,Y,CNY       
CGO,NGB,RY ,V,570,Y,CNY       
YNJ,YNT,A6 ,F,3720,F,CNY       
DLC,LHW,HU ,Y,1880,Y,CNY       
XIY,DYG,JD ,V,390,Y,CNY       
CGO,LZO,CZ ,W,1290,Y,CNY       
LHW,DYG,MU ,B,1170,Y,CNY       
DLC,NGB,CZ ,Z,550,Y,CTP       
KWL,XIY,HU ,V,570,Y,CTP       
YCU,TNA,ZH ,G,940,Y,CNY       
NGB,DLC,HU ,B,1141,Y,CTP       
LHW,DLC,CZ ,M,1580,Y,CNY       
LZO,TSN,MU ,L,1100,Y,CNY       
CKG,TNA,OQ ,C,1430,C,CNY       
XIY,DYG,9H ,R,180,Y,CNY       
TYN,DLC,BK ,T,590,Y,CNY       
LZO,CGO,3U ,Y,1290,Y,CNY       
CGO,NGB,PN ,L,770,Y,CNY       
CSX,TAO,MU ,C,2110,C,CNY       
LZO,NKG,MF ,Q,850,Y,CNY       
LYI,PVG,MU ,C,1300,C,CNY       
KHN,YNZ,JD ,H,760,Y,CNY       
DLC,TYN,FU ,L,910,Y,CNY       
XIY,YZY,MU ,E,900,Y,CNY       
XIY,DYG,3U ,M,410,Y,CTP       
TYN,DLC,MU ,U,3130,C,CNY       
DLC,NGB,CZ ,J,3080,C,CNY       
HFE,INC,MU ,F,3580,F,CNY       
SHE,YNT,QW ,H,860,Y,CNY       
PVG,YCU,FM ,Y,1210,Y,CNY       
INC,HFE,CA ,S,640,Y,CNY       
HFE,DSN,MU ,I,1330,C,CNY       
CSX,TAO,SC ,E,350,Y,CTP       
HRB,HFE,HU ,N,770,Y,CNY       
KWL,CGO,FM ,U,2560,C,CNY       
WUH,HGH,MF ,J,2280,C,CNY       
CSX,TAO,HU ,Y,1620,Y,CNY       
TAO,NKG,ZH ,Q,900,Y,CNY       
XIY,KWL,FM ,D,1140,C,CNY       
DLC,LHW,CZ ,L,1150,Y,CNY       
YNT,SHE,QW ,W,1080,Y,CNY       
DLC,LHW,MU ,D,2540,C,CNY       
CKG,NGB,CA ,F,4230,F,CNY       
NNG,XIY,MU ,N,790,Y,CNY       
DLC,NGB,JD ,M,810,Y,CNY       
YNT,SHE,RY ,R,320,Y,CNY       
SHE,YNT,CA ,J,2650,C,CNY       
CGO,NGB,RY ,T,450,Y,CNY       
DSN,HFE,KN ,L,790,/,CNY       
WNZ,LZO,GJ ,L,1250,Y,CNY       
DSN,WUH,MU ,Y,1310,Y,CNY       
LHW,KWL,QW ,Q,990,Y,CNY       
PVG,MIG,FM ,B,1770,Y,CNY       
FUG,PVG,FM ,L,420,Y,CNY       
HRB,HFE,MU ,K,940,Y,CNY       
TNA,CKG,ZH ,U,1510,Y,CNY       
INC,HFE,ZH ,Y,1570,Y,CNY       
PVG,MIG,FM ,D,2420,C,CNY       
LHW,DLC,9C ,K,1520,Y,CTP       
TYN,DLC,G5 ,Q,550,Y,CNY       
DLC,NGB,CZ ,H,970,Y,CNY       
TAO,CSX,A6 ,B,1460,Y,CNY       
YZY,XIY,MU ,F,2050,F,CNY       
NGB,KWE,EU ,E,840,Y,CTP       
WUH,HGH,MF ,Z,270,Y,CTP       
HYN,XIY,MU ,D,2080,C,CNY       
LUM,CAN,CZ ,L,1100,Y,CNY       
TAO,NKG,JD ,L,820,Y,CNY       
XIY,WEH,MU ,L,820,Y,CNY       
SHE,YNT,EU ,M,810,Y,CNY       
PVG,LYI,MU ,V,400,Y,CNY       
HFE,INC,9C ,Q,880,Y,CTP       
CGO,KWL,HU ,W,1280,Y,CNY       
PVG,DAT,MU ,F,4020,F,CNY       
LHW,DLC,GS ,N,790,Y,CNY       
HRB,HFE,LT ,X,1090,/,CNY       
KWL,LHW,CZ ,F,6600,F,CNY       
KWL,CGO,CZ ,A,840,Y,CNY       
YBP,PVG,HO ,D,2270,C,CNY       
TYN,DLC,DR ,Y,1250,Y,CNY       
WUH,HGH,MU ,B,750,Y,CNY       
CGO,KWL,HU ,Y,1280,Y,CNY       
WUH,HGH,GJ ,L,700,Y,CNY       
TNA,CKG,GS ,N,570,Y,CNY       
CGO,KWL,JD ,B,1290,Y,CNY       
NGB,KWE,9H ,K,1385,Y,CTP       
YNZ,KHN,MU ,U,1820,C,CNY       
DSN,HFE,MU ,U,2420,C,CNY       
LHW,KWE,MU ,L,720,Y,CNY       
TAO,CSX,Y8 ,V,780,Y,CNY       
PVG,DYG,FM ,E,1100,Y,CNY       
SHE,YNT,MU ,F,2710,F,CNY       
LZH,PVG,ZH ,G,1460,Y,CNY       
TNA,CKG,GS ,K,1030,Y,CNY       
TAO,CSX,CZ ,M,1240,Y,CNY       
LZO,TSN,MU ,B,1550,Y,CNY       
XIY,JIC,9H ,U,350,Y,CNY       
NGB,MIG,9C ,Y,1990,Y,CTP       
YIW,TNA,MU ,V,410,Y,CNY       
KWE,NGB,CZ ,S,860,Y,CTP       
KWE,NGB,CZ ,U,1130,Y,CNY       
CSX,TAO,KY ,G,1480,Y,CNY       
INC,HFE,CA ,W,730,Y,CNY       
NGB,KWE,CZ ,Y,1530,Y,CTP       
SHE,YNT,FM ,N,660,Y,CNY       
CGO,NGB,8L ,B,1040,Y,CNY       
LUM,CAN,CZ ,U,1280,Y,CNY       
KWE,TAO,MU ,K,1200,Y,CNY       
CAN,LUM,MU ,Q,2340,C,CNY       
DLC,LHW,MF ,F,5640,F,CNY       
NGB,KWE,GY ,V,770,Y,CTP       
DSN,WUH,HU ,W,1310,Y,CNY       
HRB,HFE,3U ,G,1360,Y,CNY       
WUT,PVG,FM ,E,1180,Y,CNY       
CGO,NGB,GT ,U,340,Y,CNY       
JNZ,PVG,MU ,R,730,Y,CNY       
KWL,XIY,CZ ,L,720,Y,CNY       
FUG,PVG,FM ,N,380,Y,CNY       
YNT,SHE,DR ,K,710,Y,CNY       
KWL,LHW,CA ,V,1090,Y,CNY       
NNG,XIY,VD ,P,1170,Y,CNY       
DLC,LHW,HU ,V,900,Y,CNY       
KWE,NGB,8L ,L,1250,Y,CNY       
TNA,XMN,MU ,R,570,Y,CNY       
XIY,YZY,MU ,K,820,Y,CNY       
KWE,LHW,3U ,R,610,Y,CNY       
DLC,NGB,HU ,U,250,Y,CTP       
HGH,WUH,CZ ,T,330,Y,CTP       
LZO,WNZ,MU ,Q,2310,C,CNY       
LZH,PVG,ZH ,U,1180,Y,CNY       
DLC,NGB,ZH ,J,3440,C,CNY       
HFE,INC,DZ ,F,3150,F,CNY       
SHE,YNT,GJ ,H,860,Y,CNY       
PVG,LYI,FM ,P,920,Y,CNY       
HFE,INC,ZH ,S,800,Y,CNY       
TAO,NKG,JD ,A,420,Y,CNY       
CSX,TAO,HO ,E,500,Y,CNY       
HRB,HFE,PN ,N,850,Y,CNY       
CGO,KWL,CA ,U,1040,Y,CNY       
CGO,LZO,CZ ,L,790,Y,CNY       
TAO,CSX,HU ,Y,1620,Y,CNY       
TAO,NKG,SC ,Q,770,Y,CNY       
XIY,KWL,CA ,D,1300,C,CNY       
LHW,DLC,HU ,L,1280,Y,CNY       
YNT,SHE,CA ,W,550,Y,CNY       
LHW,DLC,G5 ,D,1710,Y,CNY       
LYI,PVG,MU ,Q,1210,C,CNY       
NNG,XIY,GS ,N,760,Y,CNY       
DLC,NGB,9C ,M,970,Y,CTP       
YNT,SHE,MU ,R,360,Y,CNY       
YNT,SHE,3U ,J,1400,C,CNY       
NGB,CGO,8L ,T,290,Y,CTP       
HFE,DSN,MU ,L,820,Y,CNY       
TVS,PVG,FM ,B,1280,Y,CNY       
PVG,DAT,MU ,L,1100,Y,CNY       
KWL,LHW,ZH ,Q,1270,Y,CNY       
YNJ,YNT,MU ,M,1130,Y,CNY       
PVG,FUG,MU ,L,420,Y,CNY       
HRB,HFE,LT ,K,1700,/,CNY       
CKG,TNA,KY ,U,1360,Y,CNY       
HFE,INC,QW ,Y,1430,Y,CNY       
YNJ,NGB,MU ,N,1000,Y,CNY       
XIY,KWL,3U ,J,1530,C,CNY       
YNZ,KHN,JD ,B,840,Y,CNY       
DLC,TYN,MU ,Q,1500,C,CNY       
PVG,ZQZ,MU ,C,3480,C,CNY       
TAO,YIW,MU ,Y,1060,Y,CNY       
CSX,TAO,MF ,B,1520,Y,CNY       
PVG,MIG,Y8 ,V,860,Y,CNY       
KWE,NGB,GY ,E,870,Y,CNY       
WUH,HGH,GJ ,Z,400,Y,CNY       
XIY,DYG,3U ,I,1200,C,CNY       
LZO,NKG,MU ,K,990,Y,CNY       
YZY,XIY,MU ,D,1670,C,CNY       
YNT,NGB,MU ,R,460,Y,CNY       
KWE,TAO,QW ,P,1250,Y,CNY       
YNT,SHE,FM ,M,990,Y,CNY       
SHA,DLU,MU ,I,3250,C,CNY       
WUT,PVG,FM ,D,1970,C,CNY       
KWL,CGO,CZ ,W,1280,Y,CNY       
CKG,TNA,3U ,F,5340,F,CNY       
DLC,LHW,MF ,N,1240,Y,CNY       
HRB,HFE,GX ,X,990,Y,CNY       
LZO,TSN,MF ,T,810,Y,CNY       
CGO,KWL,PN ,A,440,Y,CNY       
PVG,YBP,MU ,D,2550,C,CNY       
LZH,PVG,MU ,R,810,Y,CNY       
YIW,TAO,MU ,D,1430,C,CNY       
TYN,DLC,EU ,Y,1250,Y,CNY       
XIY,KWL,VD ,Q,650,Y,CNY       
KWL,CGO,GT ,Y,1400,Y,CTP       
HGH,WUH,MF ,L,720,Y,CNY       
CKG,TNA,HU ,N,734,Y,CTP       
CGO,KWL,CA ,B,1160,Y,CNY       
DLC,NGB,MF ,V,660,Y,CNY       
BAV,XIY,MU ,F,3300,F,CNY       
HFE,DSN,SC ,U,540,Y,CNY       
KWE,LHW,DZ ,L,970,Y,CNY       
CSX,TAO,HU ,V,780,Y,CNY       
XMN,TNA,CA ,U,1330,Y,CNY       
YNT,SHE,ZH ,F,2700,F,CNY       
WUH,DSN,HU ,M,790,Y,CNY       
TNA,CKG,OQ ,K,940,Y,CNY       
TAO,CSX,KY ,M,1380,Y,CNY       
TSN,LZO,MF ,B,1630,Y,CNY       
LYI,PVG,MU ,K,750,Y,CNY       
PVG,LLV,MU ,C,2240,C,CNY       
PVG,BPE,FM ,L,950,Y,CNY       
CGO,KWL,DZ ,E,730,Y,CNY       
NGB,KWE,9H ,U,630,Y,CTP       
TAO,CSX,SC ,G,960,Y,CNY       
HFE,INC,KY ,W,930,Y,CNY       
NGB,KWE,EU ,Y,1680,Y,CTP       
XIY,GOQ,MU ,K,1330,Y,CNY       
TNA,YCU,MU ,D,1270,C,CNY       
YZY,XIY,MU ,B,1120,Y,CNY       
YNJ,YNT,QW ,P,810,Y,CNY       
TAO,KWE,GS ,K,1470,Y,CNY       
PVG,YBP,MU ,F,5200,F,CNY       
DLC,LHW,DR ,F,5640,F,CNY       
NGB,KWE,9H ,V,880,Y,CTP       
DSN,WUH,MU ,W,1310,Y,CNY       
CZX,XMN,CA ,Q,710,Y,CNY       
JIC,XIY,MU ,J,3120,C,CNY       
NGB,CGO,HU ,U,360,Y,CTP       
XIY,DYG,MU ,P,740,Y,CNY       
XIY,KWL,GJ ,L,900,Y,CNY       
FUG,PVG,KN ,N,420,/,CNY       
CGO,NGB,MU ,E,980,Y,CNY       
KWL,LHW,SC ,V,920,Y,CNY       
YCU,TNA,ZH ,U,840,Y,CNY       
LHW,DLC,HU ,V,900,Y,CNY       
KWE,NGB,9H ,L,1250,Y,CNY       
JIC,XIY,GS ,Y,1040,Y,CNY       
LHW,DLC,DR ,B,1790,Y,CNY       
FUG,PVG,MU ,S,310,Y,CNY       
PVG,JNZ,MU ,S,640,Y,CNY       
HYN,XIY,MU ,Y,1540,Y,CNY       
XIY,KWL,CA ,F,3200,F,CNY       
TSN,LZO,MF ,V,910,Y,CNY       
CSX,TAO,HO ,K,415,Y,CTP       
DSN,HFE,KN ,D,420,/,CNY       
XIY,JIC,GS ,V,500,Y,CNY       
CGO,KWL,CA ,F,3470,F,CNY       
PVG,JNZ,FM ,D,1860,C,CNY       
TYN,DLC,MU ,J,3100,C,CNY       
HFE,INC,CA ,U,1220,Y,CNY       
TAO,CSX,HO ,Z,580,Y,CNY       
NNG,XIY,CA ,S,1010,Y,CNY       
DLC,TYN,DR ,R,530,Y,CNY       
XIY,NNG,CZ ,Y,1800,Y,CNY       
YCU,TNA,MU ,W,940,Y,CNY       
PVG,DSN,FM ,Y,1680,Y,CNY       
TAO,KWE,HO ,J,7720,C,CNY       
PVG,DYG,CA ,V,850,Y,CNY       
HFE,HRB,MU ,Q,2580,C,CNY       
BAV,XIY,8L ,U,250,Y,CNY       
HFE,HRB,GX ,U,550,Y,CNY       
DLC,TYN,EU ,E,640,Y,CNY       
