ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
HYN,XIY,MU ,R,720,Y,CNY       
KWE,NGB,QW ,H,1340,Y,CNY       
PVG,YCU,FM ,Q,1570,C,CNY       
NNG,XIY,9H ,A,680,Y,CNY       
INC,HFE,KY ,V,1080,Y,CNY       
KWL,LHW,HU ,Y,1650,Y,CNY       
HFE,INC,QW ,Q,860,Y,CNY       
YZY,XIY,MU ,C,1740,C,CNY       
DYG,LHW,MU ,V,480,Y,CNY       
YNZ,KHN,JD ,T,220,Y,CNY       
LHW,KWE,UQ ,C,2760,C,CNY       
CSX,TAO,A6 ,I,730,Y,CNY       
DLC,TYN,FU ,Y,1340,Y,CNY       
WUH,HGH,GJ ,B,900,Y,CNY       
CGO,KWL,QW ,Y,1400,Y,CNY       
WNZ,LZO,GJ ,U,800,Y,CNY       
LHW,KWL,MU ,S,510,Y,CNY       
HFE,XNN,MU ,V,600,Y,CNY       
HFE,HRB,CA ,V,1180,Y,CNY       
HYN,XIY,ZH ,G,1540,Y,CNY       
LHW,KWE,3U ,N,470,Y,CNY       
KWL,XIY,CZ ,M,960,Y,CNY       
KWE,NGB,3U ,F,4590,F,CNY       
LHW,DLC,9C ,P,390,Y,CTP       
CKG,TNA,SC ,W,1780,Y,CNY       
DAT,PVG,MU ,Q,2070,C,CNY       
PVG,ZYI,MU ,U,3770,C,CNY       
CSX,TAO,BK ,M,1260,Y,CNY       
YNJ,YNT,SC ,Z,500,Y,CNY       
JIC,XIY,9H ,L,710,Y,CNY       
CGO,NGB,RY ,D,1700,C,CNY       
DSN,HFE,NS ,M,970,Y,CNY       
DLC,TYN,CA ,H,950,Y,CNY       
KWE,NGB,3U ,Y,1530,Y,CNY       
YNT,SHE,3U ,N,320,Y,CNY       
CGO,NGB,GJ ,B,1020,Y,CNY       
TAO,NKG,MU ,E,940,Y,CNY       
KWE,LHW,HU ,K,940,Y,CTP       
KWE,NGB,Y8 ,V,730,Y,CNY       
LHW,KWE,MU ,P,1370,Y,CNY       
TVS,PVG,FM ,W,1290,Y,CNY       
HGH,WUH,GJ ,P,650,Y,CNY       
LHW,KWE,3U ,E,750,Y,CNY       
DYG,XIY,MU ,W,750,Y,CNY       
YNT,SHE,3U ,K,380,Y,CNY       
LHW,KWL,HU ,V,790,Y,CNY       
LHW,KWE,EU ,I,450,Y,CNY       
DLC,LHW,G5 ,V,580,Y,CNY       
PVG,MIG,9C ,Q,1180,/,CNY       
PVG,YCU,MU ,D,1630,C,CNY       
JIC,XIY,MU ,N,580,Y,CNY       
DLC,NGB,GJ ,U,550,Y,CNY       
LHW,KWE,EU ,G,1060,Y,CNY       
XIY,KWL,GS ,K,900,Y,CNY       
SHE,YNT,FM ,C,1510,C,CNY       
TNA,XMN,SC ,W,1570,Y,CNY       
XMN,CZX,CA ,V,610,Y,CNY       
XIY,BAV,G5 ,D,1210,Y,CNY       
CSX,TAO,CZ ,S,840,Y,CTP       
XMN,CZX,KN ,E,800,/,CNY       
TAO,NKG,SC ,M,430,Y,CTP       
NNG,XIY,GS ,Y,1800,Y,CNY       
LHW,KWE,TV ,M,1100,Y,CNY       
XMN,TNA,GT ,V,690,Y,CNY       
LZO,NKG,8L ,Y,1400,Y,CNY       
PVG,MIG,FM ,C,2850,C,CNY       
TAO,NKG,SC ,K,380,Y,CTP       
TYN,DLC,CZ ,M,1010,Y,CNY       
XIY,DYG,3U ,H,600,Y,CNY       
CKG,TNA,G5 ,T,1360,Y,CNY       
XIY,GOQ,MU ,J,6490,C,CNY       
LZO,PVG,HO ,H,1410,Y,CNY       
INC,HFE,MU ,R,640,Y,CNY       
KWE,LHW,DZ ,T,1370,Y,CNY       
CSX,TAO,CZ ,H,1170,Y,CNY       
KWE,NGB,MU ,D,2300,C,CNY       
HRB,HFE,QW ,H,1620,Y,CNY       
HRB,HFE,MU ,B,1640,Y,CNY       
TNA,YCU,MU ,E,610,Y,CNY       
HFE,INC,MU ,M,1140,Y,CNY       
HYN,XIY,MU ,K,1120,Y,CNY       
KWL,CGO,DZ ,K,490,Y,CNY       
CKG,TNA,MU ,Y,1350,Y,CNY       
YNT,SHE,A6 ,A,430,Y,CNY       
WUH,HGH,8C ,C,920,C,CNY       
SHE,YNT,A6 ,U,470,Y,CNY       
YNJ,YNT,QW ,C,3100,C,CNY       
SHE,YNT,GJ ,Y,1080,Y,CNY       
WXN,PVG,FM ,F,3730,F,CNY       
XIY,KWL,CA ,B,1090,Y,CNY       
YNJ,YNT,MU ,Q,1730,C,CNY       
BAV,XIY,GS ,N,350,Y,CNY       
XMN,CZX,MU ,K,720,Y,CNY       
KWL,XIY,JD ,U,388,Y,CTP       
XIY,KWL,GJ ,V,650,Y,CNY       
DYG,LHW,MU ,C,1650,C,CNY       
DLC,NGB,8L ,B,1240,Y,CNY       
LZO,PVG,CA ,U,1510,Y,CNY       
LZO,CGO,CZ ,C,1940,C,CNY       
DLC,TYN,FU ,T,290,Y,CNY       
DYG,XIY,3U ,L,450,Y,CNY       
CGO,NGB,GJ ,L,790,Y,CNY       
LUM,CAN,CZ ,A,1190,Y,CNY       
NNG,XIY,MU ,I,2120,C,CNY       
KHN,YNZ,MU ,L,600,Y,CNY       
XIY,YZY,GS ,V,600,Y,CNY       
XIY,BAV,8L ,X,450,Y,CNY       
LYI,PVG,FM ,I,1100,C,CNY       
PVG,DSN,FM ,C,2670,C,CNY       
CGO,KWL,CZ ,V,590,Y,CNY       
YIW,TNA,MU ,C,1400,C,CNY       
TNA,CKG,3U ,J,2310,C,CNY       
DSN,PVG,FM ,Q,2180,C,CNY       
XIY,WEH,MU ,U,2900,C,CNY       
CSX,TAO,MU ,E,1050,Y,CNY       
YNJ,NGB,MU ,Y,1960,Y,CNY       
XIY,GOQ,MU ,E,1490,Y,CNY       
HGH,WUH,MU ,J,2180,C,CNY       
CSX,TAO,A6 ,Y,1620,Y,CNY       
XIY,WEH,GJ ,P,940,Y,CNY       
DLC,LHW,MU ,L,1100,Y,CNY       
YNJ,NGB,MU ,M,1780,Y,CNY       
INC,HFE,ZH ,L,420,Y,CTP       
YNJ,YNT,QW ,G,680,Y,CNY       
CZX,XMN,CA ,J,2450,C,CNY       
HFE,INC,QW ,G,790,Y,CNY       
TNA,CKG,PN ,A,610,Y,CNY       
SHE,YNT,FM ,J,2140,C,CNY       
NGB,CKG,9C ,U,870,Y,CTP       
CGO,LZO,MU ,B,1280,Y,CNY       
LHW,KWL,MU ,J,3270,C,CNY       
TAO,KWE,SC ,U,950,Y,CNY       
ZQZ,PVG,MU ,S,630,Y,CNY       
LZH,PVG,MU ,D,2090,C,CNY       
DLC,LHW,G5 ,E,710,Y,CNY       
TNA,CKG,DZ ,U,1170,Y,CNY       
TAO,YIW,MU ,E,890,Y,CNY       
DLC,LHW,GS ,K,1430,Y,CNY       
PVG,DAT,MU ,V,680,Y,CNY       
DLC,LHW,9C ,Q,1150,Y,CTP       
CSX,TAO,CZ ,B,1390,Y,CNY       
LZO,PVG,MF ,K,1320,Y,CNY       
HYN,XIY,MU ,J,3050,C,CNY       
XIY,HYN,9H ,R,340,Y,CNY       
KWE,NGB,EU ,H,1340,Y,CNY       
TNA,XMN,MU ,D,1930,C,CNY       
YCU,PVG,MU ,Q,1570,C,CNY       
XIY,NNG,JD ,A,630,Y,CNY       
LZO,WNZ,GJ ,R,1780,Y,CNY       
HFE,DSN,MU ,J,2400,C,CNY       
HFE,INC,PN ,Q,540,Y,CNY       
XIY,YZY,GS ,C,2480,C,CNY       
LZO,PVG,MF ,B,1690,Y,CNY       
PVG,LYI,FM ,N,590,Y,CNY       
YNJ,NGB,MU ,S,740,Y,CNY       
KWE,LHW,CZ ,C,2070,C,CNY       
DYG,PVG,HO ,T,570,Y,CNY       
TAO,CSX,QW ,I,750,Y,CTP       
TYN,DLC,G5 ,Y,1250,Y,CNY       
HGH,WUH,CA ,B,640,Y,CNY       
KWL,CGO,EU ,Y,1280,Y,CNY       
PVG,ZQZ,MU ,Q,2190,C,CNY       
LHW,KWL,CA ,S,840,Y,CNY       
XNN,HFE,PN ,V,910,Y,CNY       
KWE,NGB,9H ,K,1400,Y,CNY       
HYN,XIY,VD ,G,750,Y,CNY       
LHW,KWE,HU ,N,580,Y,CNY       
XIY,KWL,9H ,M,770,Y,CNY       
CSX,TAO,JD ,V,780,Y,CNY       
FUG,PVG,FM ,W,700,Y,CNY       
SHE,YNT,3U ,F,3240,F,CNY       
LZO,PVG,MF ,T,840,Y,CNY       
XIY,WEH,MU ,E,1040,Y,CNY       
TAO,CSX,HO ,M,1390,Y,CNY       
YNT,YNJ,QW ,Z,500,Y,CNY       
JIC,XIY,GS ,L,710,Y,CNY       
CGO,NGB,FM ,D,1190,C,CNY       
HFE,DSN,KN ,M,1090,/,CNY       
TYN,DLC,FU ,H,1130,Y,CNY       
KWE,NGB,EU ,Y,1680,Y,CNY       
YNT,SHE,A6 ,N,600,Y,CNY       
CGO,NGB,CZ ,B,940,Y,CNY       
NKG,TAO,HO ,E,370,Y,CTP       
XMN,CZX,MU ,D,1500,C,CNY       
NGB,KWE,9C ,V,1580,Y,CTP       
KWE,LHW,HU ,P,1320,Y,CTP       
PVG,WXN,FM ,C,2340,C,CNY       
HGH,WUH,MU ,P,750,Y,CNY       
XIY,KWL,FM ,L,720,Y,CNY       
DYG,XIY,3U ,W,420,Y,CTP       
YNT,SHE,RY ,K,760,Y,CNY       
KWL,LHW,ZH ,V,1090,Y,CNY       
LHW,KWE,3U ,I,2210,C,CNY       
DLC,LHW,DR ,V,640,Y,CNY       
PVG,MIG,MU ,Q,1830,C,CNY       
LZO,TSN,MU ,P,1770,Y,CNY       
JIC,XIY,GS ,N,440,Y,CNY       
DLC,NGB,ZH ,U,1030,Y,CNY       
KWE,LHW,3U ,G,1020,Y,CNY       
XIY,KWL,3U ,K,410,Y,CNY       
TAO,CSX,Y8 ,K,1230,Y,CNY       
TNA,YIW,MU ,M,910,Y,CNY       
CZX,XMN,CA ,V,610,Y,CNY       
BAV,XIY,G5 ,D,1210,Y,CNY       
TAO,CSX,HO ,S,750,Y,CNY       
XMN,CZX,MU ,E,820,Y,CNY       
FUG,PVG,MU ,I,830,C,CNY       
XIY,NNG,BK ,Y,2170,Y,CNY       
LHW,KWE,EU ,M,1130,Y,CNY       
XMN,TNA,CA ,V,1000,Y,CNY       
LZO,NKG,3U ,Y,1400,Y,CNY       
PVG,MIG,MU ,C,2850,C,CNY       
CKG,NGB,CA ,D,2340,C,CNY       
TAO,NKG,HO ,K,320,Y,CTP       
TYN,DLC,EU ,M,950,Y,CNY       
LHW,KWE,QW ,V,760,Y,CNY       
CKG,TNA,OQ ,T,990,Y,CNY       
PVG,LZO,MU ,C,2960,C,CNY       
DLC,TYN,MU ,F,3440,F,CNY       
HFE,INC,9C ,R,580,Y,CTP       
KWE,LHW,CZ ,T,460,Y,CTP       
XMN,CZX,SC ,W,1000,Y,CNY       
TAO,KWE,SC ,G,1140,Y,CNY       
PVG,YBP,MU ,S,930,Y,CNY       
TAO,YIW,MU ,C,1480,C,CNY       
PVG,JNZ,MU ,V,570,Y,CNY       
DLC,TYN,FU ,K,1020,Y,CNY       
PVG,YBP,HO ,Q,1340,Y,CNY       
DLC,LHW,GS ,X,1020,Y,CNY       
DSN,PVG,MU ,L,1120,Y,CNY       
KWL,XIY,CA ,Y,1180,Y,CNY       
INC,HFE,PN ,K,1090,Y,CNY       
BPE,PVG,FM ,Q,1810,C,CNY       
BAV,XIY,G5 ,Y,1330,Y,CNY       
XIY,NNG,G5 ,C,5540,C,CNY       
KWL,XIY,9H ,H,1080,Y,CNY       
LZO,CGO,CZ ,F,5160,F,CNY       
DSN,WUH,MU ,C,2100,C,CNY       
PVG,YCU,MU ,R,650,Y,CNY       
WUH,HGH,CA ,W,360,Y,CNY       
HFE,DSN,KN ,Y,1210,/,CNY       
TNA,CKG,MU ,V,400,Y,CNY       
LZH,PVG,MU ,B,1530,Y,CNY       
XMN,TNA,MU ,Y,1430,Y,CNY       
YNT,NGB,GJ ,L,720,Y,CNY       
CSX,TAO,MF ,Q,1040,Y,CNY       
NNG,XIY,BK ,U,1040,Y,CNY       
CKG,NGB,HU ,W,1710,Y,CNY       
YNT,NGB,GJ ,Y,1030,Y,CNY       
NNG,XIY,GS ,V,860,Y,CNY       
LZO,WUH,MF ,Q,730,Y,CNY       
PVG,FUG,KN ,Y,700,/,CNY       
CSX,TAO,Y8 ,X,870,Y,CNY       
TAO,KWE,CZ ,E,1040,Y,CNY       
TYN,DLC,KY ,G,1250,Y,CNY       
HGH,WUH,8C ,F,1070,F,CNY       
DYG,PVG,CA ,H,1060,Y,CNY       
DSN,HFE,KN ,T,360,/,CNY       
CSX,TAO,BK ,H,350,Y,CTP       
PVG,LZH,MU ,P,1530,Y,CNY       
WNZ,LZO,GJ ,Y,1780,Y,CNY       
HFE,HRB,MU ,B,1640,Y,CNY       
HFE,XNN,PN ,Y,1900,Y,CNY       
INC,HFE,MU ,M,1140,Y,CNY       
XIY,HYN,MU ,K,1120,Y,CNY       
CGO,KWL,GT ,K,1060,Y,CNY       
TNA,CKG,DZ ,Y,1620,Y,CNY       
SHE,YNT,A6 ,A,430,Y,CNY       
HGH,WUH,8C ,C,920,C,CNY       
YNT,SHE,A6 ,U,470,Y,CNY       
YNT,YNJ,A6 ,C,1240,Y,CNY       
SHE,YNT,CA ,Y,1080,Y,CNY       
LHW,KWL,MU ,B,1500,Y,CNY       
XIY,KWL,CZ ,B,1070,Y,CNY       
YNT,YNJ,MU ,Q,1730,C,CNY       
XIY,BAV,GS ,N,350,Y,CNY       
XMN,CZX,3U ,K,350,Y,CNY       
KWL,XIY,GS ,U,378,Y,CTP       
XIY,KWL,MU ,V,240,Y,CNY       
LHW,DYG,MU ,C,1650,C,CNY       
DLC,NGB,JD ,B,1240,Y,CNY       
PVG,LZO,CA ,U,1510,Y,CNY       
CGO,LZO,CZ ,C,1940,C,CNY       
DLC,TYN,EU ,T,1230,Y,CNY       
XIY,DYG,3U ,L,450,Y,CNY       
CGO,NGB,8L ,L,770,Y,CNY       
CAN,LUM,CZ ,A,1190,Y,CNY       
XIY,NNG,MU ,I,2120,C,CNY       
YNZ,KHN,MU ,L,600,Y,CNY       
YZY,XIY,GS ,V,600,Y,CNY       
TNA,YCU,MU ,M,710,Y,CNY       
PVG,LYI,FM ,I,1100,C,CNY       
PVG,DSN,MU ,C,2930,C,CNY       
KWL,CGO,GT ,V,670,Y,CTP       
TNA,YIW,MU ,C,1400,C,CNY       
TNA,CKG,CA ,J,3470,C,CNY       
DLC,TYN,CA ,Z,1250,C,CNY       
TAO,CSX,MU ,E,1050,Y,CNY       
XIY,JIC,MU ,E,760,Y,CNY       
GOQ,XIY,MU ,E,1490,Y,CNY       
LZO,TAO,MU ,K,1240,Y,CNY       
TAO,CSX,Y8 ,Y,1620,Y,CNY       
LHW,DLC,MU ,L,1100,Y,CNY       
NKG,TAO,HO ,V,730,Y,CTP       
HFE,INC,ZH ,L,450,Y,CTP       
PVG,DLU,MU ,Q,3580,C,CNY       
XMN,CZX,CA ,J,2450,C,CNY       
HFE,INC,SC ,G,800,Y,CNY       
CKG,TNA,HU ,A,450,Y,CTP       
YNT,SHE,FM ,J,2140,C,CNY       
CKG,NGB,CA ,U,1280,Y,CNY       
LZO,CGO,MU ,B,1280,Y,CNY       
KWL,LHW,MU ,J,3270,C,CNY       
KWE,TAO,SC ,U,950,Y,CNY       
CKG,NGB,CA ,Y,1560,Y,CNY       
PVG,LZH,MU ,D,2090,C,CNY       
LHW,DLC,G5 ,E,710,Y,CNY       
CKG,TNA,DZ ,U,1170,Y,CNY       
DYG,LHW,MU ,P,1170,Y,CNY       
LHW,DLC,MU ,K,1250,Y,CNY       
WUH,HGH,GJ ,R,1000,Y,CNY       
LHW,DLC,G5 ,Q,830,Y,CNY       
TAO,CSX,HU ,B,1490,Y,CNY       
YNJ,NGB,MU ,V,650,Y,CNY       
XIY,HYN,MU ,J,3050,C,CNY       
CSX,TAO,JD ,K,1230,Y,CNY       
JIC,XIY,9H ,V,500,Y,CNY       
CGO,KWL,DZ ,F,3500,F,CNY       
TAO,YIW,MU ,W,1060,Y,CNY       
DLC,TYN,KY ,J,2500,C,CNY       
HFE,INC,MU ,U,3250,C,CNY       
CSX,TAO,BK ,Z,450,Y,CTP       
HRB,HFE,LT ,D,710,/,CNY       
TYN,DLC,CA ,R,1250,C,CNY       
NNG,XIY,CZ ,Y,1800,Y,CNY       
PVG,DLU,MU ,E,2280,Y,CNY       
PVG,BPE,FM ,N,880,Y,CNY       
PVG,JNZ,MU ,K,1020,Y,CNY       
DYG,PVG,FM ,V,450,Y,CNY       
PVG,ZQZ,KN ,E,1110,/,CNY       
BAV,XIY,MU ,U,3000,C,CNY       
HRB,HFE,MU ,U,3680,C,CNY       
TYN,DLC,MU ,E,880,Y,CNY       
NGB,DLC,HU ,N,520,Y,CTP       
PVG,YBP,TV ,C,5670,C,CNY       
LHW,KWE,CZ ,V,680,Y,CNY       
TNA,CKG,PN ,T,460,Y,CNY       
XIY,NNG,9H ,H,1510,Y,CNY       
TYN,DLC,CZ ,F,5000,F,CNY       
HGH,WUH,MF ,M,760,Y,CNY       
XIY,WEH,GJ ,V,730,Y,CNY       
XMN,CZX,CA ,W,510,Y,CNY       
WXN,PVG,FM ,D,2080,C,CNY       
TNA,CKG,GS ,H,1130,Y,CNY       
TAO,NKG,JD ,N,500,Y,CNY       
HYN,XIY,VD ,P,980,Y,CNY       
TSN,LZO,MU ,D,2420,C,CNY       
TYN,DLC,HU ,K,1020,Y,CNY       
TAO,CSX,KY ,W,780,Y,CNY       
LZO,NKG,8L ,H,1180,Y,CNY       
WUH,HGH,GJ ,H,800,Y,CNY       
XIY,KWL,3U ,Y,1180,Y,CNY       
YIW,TNA,MU ,N,610,Y,CNY       
DLC,NGB,MF ,T,600,Y,CNY       
DYG,XIY,JD ,K,620,Y,CNY       
LHW,KWL,MU ,L,860,Y,CNY       
NNG,XIY,3U ,C,3600,C,CNY       
KWL,XIY,3U ,H,940,Y,CNY       
XIY,NNG,GS ,K,1370,Y,CNY       
CGO,NGB,DZ ,M,930,Y,CNY       
CZX,XMN,3U ,R,420,Y,CNY       
TNA,CKG,G5 ,S,870,Y,CNY       
LHW,KWE,DZ ,J,900,Y,CNY       
TNA,CKG,SC ,V,960,Y,CNY       
NGB,DLC,CZ ,L,790,Y,CTP       
XMN,TNA,MF ,Y,1570,Y,CNY       
KWL,LHW,CZ ,M,1390,Y,CNY       
TAO,CSX,CA ,Q,1200,Y,CNY       
XIY,NNG,CA ,U,1660,Y,CNY       
TAO,NKG,MU ,P,1090,Y,CNY       
KWE,NGB,QW ,P,1090,Y,CNY       
XIY,NNG,VD ,V,810,Y,CNY       
HFE,HRB,CZ ,E,700,Y,CNY       
YNT,NGB,QW ,C,3090,C,CNY       
TAO,CSX,BK ,X,300,Y,CTP       
KWE,NGB,9H ,X,990,Y,CNY       
DLC,TYN,CA ,G,1250,Y,CNY       
WUH,HGH,CZ ,F,3320,F,CNY       
LHW,KWE,TV ,H,970,Y,CNY       
DSN,WUH,HU ,B,1210,Y,CNY       
CKG,TNA,OQ ,L,660,Y,CNY       
DLC,TYN,MU ,S,530,Y,CNY       
TAO,NKG,JD ,B,1100,Y,CNY       
HGH,WUH,8C ,S,460,Y,CNY       
CKG,NGB,CZ ,L,1170,Y,CTP       
HFE,HRB,PN ,H,1700,Y,CNY       
HRB,HFE,JR ,B,1820,Y,CNY       
KWL,CGO,EU ,H,1020,Y,CNY       
PVG,TVS,FM ,I,1520,C,CNY       
HFE,INC,KY ,M,1510,Y,CNY       
KWE,TAO,Y8 ,M,1160,Y,CNY       
LHW,DLC,MF ,J,4700,C,CNY       
TNA,CKG,GS ,Y,1350,Y,CNY       
PVG,WUT,FM ,W,1460,Y,CNY       
LZO,TAO,MU ,E,1370,Y,CNY       
YNT,SHE,CA ,U,870,Y,CNY       
KWL,XIY,9H ,N,540,Y,CNY       
SHE,YNT,DR ,Y,1180,Y,CNY       
CGO,NGB,ZH ,V,690,Y,CNY       
YNJ,YNT,MU ,F,3410,F,CNY       
DLC,LHW,MU ,Y,1880,Y,CNY       
XIY,DYG,3U ,V,340,Y,CNY       
CKG,NGB,3U ,J,2220,C,CNY       
DYG,LHW,MU ,B,1170,Y,CNY       
DLC,NGB,8L ,Z,320,Y,CTP       
XIY,KWL,JD ,V,620,Y,CNY       
WUH,HGH,MU ,D,1580,C,CNY       
DLC,NGB,GJ ,B,1110,Y,CNY       
YCU,TAO,MU ,E,870,Y,CNY       
LYI,PVG,FM ,J,2110,C,CNY       
TSN,LZO,MU ,W,1790,Y,CNY       
DYG,XIY,9H ,R,180,Y,CNY       
DLC,TYN,HU ,T,400,Y,CTP       
LZO,CGO,CZ ,Y,1290,Y,CNY       
CGO,NGB,RY ,L,850,Y,CNY       
TAO,CSX,HO ,C,2430,C,CNY       
LZO,NKG,ZH ,Q,990,Y,CNY       
LZO,TSN,MF ,Q,1090,Y,CNY       
LZH,PVG,MU ,E,1290,Y,CNY       
DLC,TYN,CZ ,L,760,Y,CNY       
YZY,XIY,MU ,E,900,Y,CNY       
DYG,XIY,JD ,M,490,Y,CNY       
DLC,TYN,CA ,U,1010,Y,CNY       
DLC,NGB,MU ,J,2050,C,CNY       
YNT,SHE,QW ,H,860,Y,CNY       
YCU,PVG,FM ,Y,1210,Y,CNY       
HFE,INC,CA ,S,640,Y,CNY       
DSN,HFE,MU ,I,1330,C,CNY       
CSX,TAO,QW ,E,300,Y,CTP       
HRB,HFE,3U ,N,630,Y,CNY       
CGO,KWL,FM ,U,2560,C,CNY       
WUH,HGH,CA ,J,1630,C,CNY       
CSX,TAO,BK ,Y,1620,Y,CNY       
TAO,NKG,CA ,Q,900,Y,CNY       
WXN,PVG,FM ,E,1290,Y,CNY       
DLC,LHW,G5 ,L,960,Y,CNY       
SHE,YNT,MU ,W,1080,Y,CNY       
HFE,INC,QW ,Z,570,Y,CNY       
CKG,NGB,3U ,F,3420,F,CNY       
XIY,NNG,BK ,N,1480,Y,CNY       
DLC,NGB,CA ,M,1080,Y,CNY       
YNT,SHE,3U ,R,430,Y,CNY       
YNT,SHE,RY ,J,3240,C,CNY       
XIY,WEH,MU ,M,1190,Y,CNY       
HFE,DSN,NS ,L,910,Y,CNY       
LZO,WNZ,GJ ,L,1250,Y,CNY       
DSN,WUH,HU ,Y,1310,Y,CNY       
KWE,TAO,ZH ,U,1620,Y,CNY       
PVG,MIG,HO ,B,1630,Y,CNY       
PVG,FUG,KN ,L,460,/,CNY       
DLC,LHW,9C ,E,860,Y,CTP       
TNA,CKG,HU ,U,450,Y,CTP       
HFE,INC,ZH ,Y,1570,Y,CNY       
PVG,MIG,MU ,D,2420,C,CNY       
DLC,LHW,DR ,K,1130,Y,CNY       
DLC,TYN,G5 ,Q,550,Y,CNY       
DLC,NGB,MF ,H,1220,Y,CNY       
CSX,TAO,JD ,B,1490,Y,CNY       
XIY,YZY,MU ,F,2050,F,CNY       
KWE,NGB,3U ,E,770,Y,CNY       
KHN,YNZ,JD ,Y,910,Y,CNY       
XIY,HYN,MU ,D,2080,C,CNY       
LUM,CAN,MU ,L,1260,Y,CNY       
TAO,NKG,HO ,L,240,Y,CTP       
WEH,XIY,MU ,L,820,Y,CNY       
YNT,SHE,EU ,M,810,Y,CNY       
LYI,PVG,MU ,V,400,Y,CNY       
INC,HFE,9C ,Q,880,Y,CTP       
KWL,CGO,FM ,W,1280,Y,CNY       
PVG,LZO,HO ,B,1690,Y,CNY       
DLC,LHW,DR ,N,940,Y,CNY       
HFE,HRB,PN ,X,1090,Y,CNY       
LHW,KWL,CZ ,F,6600,F,CNY       
KWL,CGO,CA ,A,2820,F,CNY       
YBP,PVG,FM ,D,1730,C,CNY       
DLC,TYN,KY ,Y,1250,Y,CNY       
WUH,HGH,CZ ,B,780,Y,CNY       
KWL,CGO,FM ,Y,1280,Y,CNY       
WUH,HGH,MF ,L,720,Y,CNY       
CKG,TNA,GS ,N,570,Y,CNY       
LHW,DLC,G5 ,G,1200,Y,CNY       
KWE,NGB,9C ,K,1490,Y,CTP       
KHN,YNZ,JD ,U,270,Y,CNY       
HFE,XNN,PN ,U,570,Y,CNY       
LHW,KWE,QW ,L,1060,Y,CNY       
CSX,TAO,Y8 ,V,780,Y,CNY       
DYG,PVG,FM ,E,1100,Y,CNY       
YNT,SHE,A6 ,F,2550,F,CNY       
PVG,LZH,ZH ,G,1460,Y,CNY       
CKG,TNA,GS ,K,1030,Y,CNY       
TAO,CSX,MU ,M,1200,Y,CNY       
JIC,XIY,9H ,U,350,Y,CNY       
CGO,KWL,EU ,G,900,Y,CNY       
KWE,NGB,EU ,S,1090,Y,CNY       
KWE,NGB,9C ,U,850,Y,CTP       
TAO,CSX,KY ,G,1480,Y,CNY       
HFE,INC,SC ,W,1430,Y,CNY       
KWE,NGB,CZ ,Y,1530,Y,CNY       
YNT,SHE,RY ,N,700,Y,CNY       
NGB,CGO,HU ,B,892,Y,CTP       
LUM,CAN,MU ,U,4140,C,CNY       
KWE,TAO,HU ,K,1470,Y,CNY       
CGO,LZO,3U ,R,520,Y,CNY       
LHW,DLC,MF ,F,5640,F,CNY       
NGB,KWE,CZ ,V,730,Y,CTP       
NGB,CKG,PN ,A,700,Y,CTP       
HFE,HRB,3U ,G,1360,Y,CNY       
CGO,NGB,FM ,U,4320,F,CNY       
PVG,JNZ,MU ,R,730,Y,CNY       
XIY,KWL,CZ ,L,720,Y,CNY       
FUG,PVG,MU ,N,380,Y,CNY       
SHE,YNT,SC ,K,340,Y,CTP       
LHW,KWL,MU ,V,400,Y,CNY       
XIY,NNG,VD ,P,1170,Y,CNY       
DLC,LHW,MF ,V,960,Y,CNY       
SHA,DLU,MU ,K,2010,Y,CNY       
XMN,TNA,MU ,R,570,Y,CNY       
YZY,XIY,MU ,K,820,Y,CNY       
LHW,KWE,3U ,R,610,Y,CNY       
DLC,NGB,9C ,U,670,Y,CTP       
HGH,WUH,8C ,T,640,Y,CNY       
HGH,WUH,MF ,K,670,Y,CNY       
PVG,LZH,ZH ,U,1180,Y,CNY       
TAO,CSX,JD ,K,1230,Y,CNY       
XIY,JIC,9H ,V,500,Y,CNY       
KWL,CGO,EU ,F,2560,F,CNY       
CAN,LUM,CZ ,E,920,Y,CNY       
DLC,TYN,CA ,J,3110,C,CNY       
INC,HFE,ZH ,U,1400,Y,CNY       
CSX,TAO,SC ,Z,650,Y,CNY       
HFE,HRB,LT ,D,710,/,CNY       
DLC,TYN,MU ,R,590,Y,CNY       
NNG,XIY,KY ,Y,1800,Y,CNY       
KWE,LHW,HU ,M,830,Y,CTP       
BPE,PVG,FM ,N,880,Y,CNY       
JNZ,PVG,MU ,K,1020,Y,CNY       
PVG,DYG,FM ,V,450,Y,CNY       
ZQZ,PVG,KN ,E,1110,/,CNY       
CZX,XMN,KN ,H,750,/,CNY       
HFE,HRB,CZ ,U,1050,Y,CNY       
DLC,TYN,MU ,E,880,Y,CNY       
NGB,DLC,8L ,N,570,Y,CTP       
PVG,DLU,MU ,R,1430,Y,CNY       
LHW,KWE,HU ,V,660,Y,CNY       
CKG,TNA,PN ,T,460,Y,CNY       
NNG,XIY,CA ,H,1540,Y,CNY       
TYN,DLC,EU ,F,3130,F,CNY       
HGH,WUH,CA ,M,620,Y,CNY       
WEH,XIY,GJ ,V,730,Y,CNY       
CZX,XMN,CA ,W,510,Y,CNY       
YNT,YNJ,A6 ,R,500,Y,CNY       
CKG,TNA,GS ,H,1130,Y,CNY       
NKG,TAO,JD ,N,500,Y,CTP       
